path	issue	family	current_name	role	kind	subject	detail	sheet	cell	of	grid	sheet_objects_in_reading_order
cut/icon_sheet_5x4_20260918_110236__p19.png	placeholder	icon	icon_sheet_5x4_20260918_110236__p19	sprite	prop	metal claw	curved rusty metal shard	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110236.png	19	20	5x4	dark jagged boulder | rusty fractured rock | thin sharp shard | flat angular slab | layered dark stone | faceted dark crystal | embedded metal rock | chunky dark rock | cubic rusty block | crystal cluster rock | golden porous rock | stacked flat stones | rock with gem | spiky mineral formation | flat topped rock | striped dark mineral | cracked glowing rock | smooth clear shard | orange veined rock | spiked metal rock
cut/icon_sheet_5x4_20260918_110236__p20.png	placeholder	icon	icon_sheet_5x4_20260918_110236__p20	sprite	asteroid	dark metallic asteroid	spiky jagged dark rock	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110236.png	20	20	5x4	dark jagged boulder | rusty fractured rock | thin sharp shard | flat angular slab | layered dark stone | faceted dark crystal | embedded metal rock | chunky dark rock | cubic rusty block | crystal cluster rock | golden porous rock | stacked flat stones | rock with gem | spiky mineral formation | flat topped rock | striped dark mineral | cracked glowing rock | smooth clear shard | orange veined rock | spiked metal rock
cut/icon_sheet_5x4_20260918_110318__p01.png	placeholder	icon	icon_sheet_5x4_20260918_110318__p01	sprite	pickup	metal ingot	dark textured metal bar	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110318.png	1	20	5x4	angled metal block | rusty grooved bar | tapered metal wedge | stepped metal block | beveled metal ingot | slotted metal block | rounded metal brick | stepped angled bar | square notched block | ridged rectangular bar | drilled metal bar | double grooved block | x scored block | split end bar | grooved rounded bar | perforated metal block | double ridged bar | u channel bar | hollow metal pipe | broken jagged shard
cut/icon_sheet_5x4_20260918_110318__p02.png	placeholder	icon	icon_sheet_5x4_20260918_110318__p02	sprite	prop	metal ingot	rusty grooved rectangular block	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110318.png	2	20	5x4	angled metal block | rusty grooved bar | tapered metal wedge | stepped metal block | beveled metal ingot | slotted metal block | rounded metal brick | stepped angled bar | square notched block | ridged rectangular bar | drilled metal bar | double grooved block | x scored block | split end bar | grooved rounded bar | perforated metal block | double ridged bar | u channel bar | hollow metal pipe | broken jagged shard
cut/icon_sheet_5x4_20260918_110318__p03.png	placeholder	icon	icon_sheet_5x4_20260918_110318__p03	sprite	prop	metal ingot	long dark rough rectangular bar	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110318.png	3	20	5x4	angled metal block | rusty grooved bar | tapered metal wedge | stepped metal block | beveled metal ingot | slotted metal block | rounded metal brick | stepped angled bar | square notched block | ridged rectangular bar | drilled metal bar | double grooved block | x scored block | split end bar | grooved rounded bar | perforated metal block | double ridged bar | u channel bar | hollow metal pipe | broken jagged shard
cut/icon_sheet_5x4_20260918_110318__p04.png	placeholder	icon	icon_sheet_5x4_20260918_110318__p04	sprite	prop	stone ingot	layered dark stone block	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110318.png	4	20	5x4	angled metal block | rusty grooved bar | tapered metal wedge | stepped metal block | beveled metal ingot | slotted metal block | rounded metal brick | stepped angled bar | square notched block | ridged rectangular bar | drilled metal bar | double grooved block | x scored block | split end bar | grooved rounded bar | perforated metal block | double ridged bar | u channel bar | hollow metal pipe | broken jagged shard
cut/icon_sheet_5x4_20260918_110318__p05.png	placeholder	icon	icon_sheet_5x4_20260918_110318__p05	sprite	pickup	metal crate	rusty rectangular metal container	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110318.png	5	20	5x4	angled metal block | rusty grooved bar | tapered metal wedge | stepped metal block | beveled metal ingot | slotted metal block | rounded metal brick | stepped angled bar | square notched block | ridged rectangular bar | drilled metal bar | double grooved block | x scored block | split end bar | grooved rounded bar | perforated metal block | double ridged bar | u channel bar | hollow metal pipe | broken jagged shard
cut/icon_sheet_5x4_20260918_110318__p06.png	placeholder	icon	icon_sheet_5x4_20260918_110318__p06	sprite	prop	metal ingot	dark worn rectangular bar	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110318.png	6	20	5x4	angled metal block | rusty grooved bar | tapered metal wedge | stepped metal block | beveled metal ingot | slotted metal block | rounded metal brick | stepped angled bar | square notched block | ridged rectangular bar | drilled metal bar | double grooved block | x scored block | split end bar | grooved rounded bar | perforated metal block | double ridged bar | u channel bar | hollow metal pipe | broken jagged shard
cut/icon_sheet_5x4_20260918_110318__p07.png	placeholder	icon	icon_sheet_5x4_20260918_110318__p07	sprite	prop	metal ingot	dark rough rectangular bar	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110318.png	7	20	5x4	angled metal block | rusty grooved bar | tapered metal wedge | stepped metal block | beveled metal ingot | slotted metal block | rounded metal brick | stepped angled bar | square notched block | ridged rectangular bar | drilled metal bar | double grooved block | x scored block | split end bar | grooved rounded bar | perforated metal block | double ridged bar | u channel bar | hollow metal pipe | broken jagged shard
cut/icon_sheet_5x4_20260918_110318__p08.png	placeholder	icon	icon_sheet_5x4_20260918_110318__p08	sprite	asteroid	metal asteroid	stepped blocky metallic shape	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110318.png	8	20	5x4	angled metal block | rusty grooved bar | tapered metal wedge | stepped metal block | beveled metal ingot | slotted metal block | rounded metal brick | stepped angled bar | square notched block | ridged rectangular bar | drilled metal bar | double grooved block | x scored block | split end bar | grooved rounded bar | perforated metal block | double ridged bar | u channel bar | hollow metal pipe | broken jagged shard
cut/icon_sheet_5x4_20260918_110318__p09.png	placeholder	icon	icon_sheet_5x4_20260918_110318__p09	sprite	prop	metal crate	dark textured metal block	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110318.png	9	20	5x4	angled metal block | rusty grooved bar | tapered metal wedge | stepped metal block | beveled metal ingot | slotted metal block | rounded metal brick | stepped angled bar | square notched block | ridged rectangular bar | drilled metal bar | double grooved block | x scored block | split end bar | grooved rounded bar | perforated metal block | double ridged bar | u channel bar | hollow metal pipe | broken jagged shard
cut/icon_sheet_5x4_20260918_110318__p10.png	placeholder	icon	icon_sheet_5x4_20260918_110318__p10	sprite	prop	metal ingot	cracked dark metal block	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110318.png	10	20	5x4	angled metal block | rusty grooved bar | tapered metal wedge | stepped metal block | beveled metal ingot | slotted metal block | rounded metal brick | stepped angled bar | square notched block | ridged rectangular bar | drilled metal bar | double grooved block | x scored block | split end bar | grooved rounded bar | perforated metal block | double ridged bar | u channel bar | hollow metal pipe | broken jagged shard
cut/icon_sheet_5x4_20260918_110318__p11.png	placeholder	icon	icon_sheet_5x4_20260918_110318__p11	sprite	prop	metal block	weathered rusty rectangular block	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110318.png	11	20	5x4	angled metal block | rusty grooved bar | tapered metal wedge | stepped metal block | beveled metal ingot | slotted metal block | rounded metal brick | stepped angled bar | square notched block | ridged rectangular bar | drilled metal bar | double grooved block | x scored block | split end bar | grooved rounded bar | perforated metal block | double ridged bar | u channel bar | hollow metal pipe | broken jagged shard
cut/icon_sheet_5x4_20260918_110318__p12.png	placeholder	icon	icon_sheet_5x4_20260918_110318__p12	sprite	pickup	metal bar	stepped dark metal ingot	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110318.png	12	20	5x4	angled metal block | rusty grooved bar | tapered metal wedge | stepped metal block | beveled metal ingot | slotted metal block | rounded metal brick | stepped angled bar | square notched block | ridged rectangular bar | drilled metal bar | double grooved block | x scored block | split end bar | grooved rounded bar | perforated metal block | double ridged bar | u channel bar | hollow metal pipe | broken jagged shard
cut/icon_sheet_5x4_20260918_110318__p13.png	placeholder	icon	icon_sheet_5x4_20260918_110318__p13	sprite	prop	metal ingot	dark star engraved bar	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110318.png	13	20	5x4	angled metal block | rusty grooved bar | tapered metal wedge | stepped metal block | beveled metal ingot | slotted metal block | rounded metal brick | stepped angled bar | square notched block | ridged rectangular bar | drilled metal bar | double grooved block | x scored block | split end bar | grooved rounded bar | perforated metal block | double ridged bar | u channel bar | hollow metal pipe | broken jagged shard
cut/icon_sheet_5x4_20260918_110318__p14.png	placeholder	icon	icon_sheet_5x4_20260918_110318__p14	sprite	prop	weathered metal ingot	rusty notched rectangular block	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110318.png	14	20	5x4	angled metal block | rusty grooved bar | tapered metal wedge | stepped metal block | beveled metal ingot | slotted metal block | rounded metal brick | stepped angled bar | square notched block | ridged rectangular bar | drilled metal bar | double grooved block | x scored block | split end bar | grooved rounded bar | perforated metal block | double ridged bar | u channel bar | hollow metal pipe | broken jagged shard
cut/icon_sheet_5x4_20260918_110318__p15.png	placeholder	icon	icon_sheet_5x4_20260918_110318__p15	sprite	prop	stone block	beveled dark stone ingot	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110318.png	15	20	5x4	angled metal block | rusty grooved bar | tapered metal wedge | stepped metal block | beveled metal ingot | slotted metal block | rounded metal brick | stepped angled bar | square notched block | ridged rectangular bar | drilled metal bar | double grooved block | x scored block | split end bar | grooved rounded bar | perforated metal block | double ridged bar | u channel bar | hollow metal pipe | broken jagged shard
cut/icon_sheet_5x4_20260918_110318__p16.png	placeholder	icon	icon_sheet_5x4_20260918_110318__p16	sprite	prop	metal brick	perforated dark metal block	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110318.png	16	20	5x4	angled metal block | rusty grooved bar | tapered metal wedge | stepped metal block | beveled metal ingot | slotted metal block | rounded metal brick | stepped angled bar | square notched block | ridged rectangular bar | drilled metal bar | double grooved block | x scored block | split end bar | grooved rounded bar | perforated metal block | double ridged bar | u channel bar | hollow metal pipe | broken jagged shard
cut/icon_sheet_5x4_20260918_110318__p17.png	placeholder	icon	icon_sheet_5x4_20260918_110318__p17	sprite	prop	metal bar	black grooved bar stock	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110318.png	17	20	5x4	angled metal block | rusty grooved bar | tapered metal wedge | stepped metal block | beveled metal ingot | slotted metal block | rounded metal brick | stepped angled bar | square notched block | ridged rectangular bar | drilled metal bar | double grooved block | x scored block | split end bar | grooved rounded bar | perforated metal block | double ridged bar | u channel bar | hollow metal pipe | broken jagged shard
cut/icon_sheet_5x4_20260918_110318__p18.png	placeholder	icon	icon_sheet_5x4_20260918_110318__p18	sprite	prop	metal bracket	rusty notched metal block	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110318.png	18	20	5x4	angled metal block | rusty grooved bar | tapered metal wedge | stepped metal block | beveled metal ingot | slotted metal block | rounded metal brick | stepped angled bar | square notched block | ridged rectangular bar | drilled metal bar | double grooved block | x scored block | split end bar | grooved rounded bar | perforated metal block | double ridged bar | u channel bar | hollow metal pipe | broken jagged shard
cut/icon_sheet_5x4_20260918_110318__p19.png	placeholder	icon	icon_sheet_5x4_20260918_110318__p19	sprite	debris	metal debris fragment	scratched hollow metal shard	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110318.png	19	20	5x4	angled metal block | rusty grooved bar | tapered metal wedge | stepped metal block | beveled metal ingot | slotted metal block | rounded metal brick | stepped angled bar | square notched block | ridged rectangular bar | drilled metal bar | double grooved block | x scored block | split end bar | grooved rounded bar | perforated metal block | double ridged bar | u channel bar | hollow metal pipe | broken jagged shard
cut/icon_sheet_5x4_20260918_110318__p20.png	placeholder	icon	icon_sheet_5x4_20260918_110318__p20	sprite	asteroid	dark metallic asteroid	angular rock with glowing orange veins	raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110318.png	20	20	5x4	angled metal block | rusty grooved bar | tapered metal wedge | stepped metal block | beveled metal ingot | slotted metal block | rounded metal brick | stepped angled bar | square notched block | ridged rectangular bar | drilled metal bar | double grooved block | x scored block | split end bar | grooved rounded bar | perforated metal block | double ridged bar | u channel bar | hollow metal pipe | broken jagged shard
cut/ship_sheet_2x2_20260917_213637__p01.png	placeholder	ship	ship_sheet_2x2_20260917_213637__p01	sprite	ship	dark warship	dark angular hull orange engine	raw/ship_drone_swarm__20260917-213637.png	1	4	2x2	dark drone ship | angled drone ship | sideways drone ship | drone ship vertical
cut/ship_sheet_2x2_20260917_213637__p02.png	placeholder	ship	ship_sheet_2x2_20260917_213637__p02	sprite	ship	dark angular spaceship	long triangular dark grey hull	raw/ship_drone_swarm__20260917-213637.png	2	4	2x2	dark drone ship | angled drone ship | sideways drone ship | drone ship vertical
cut/ship_sheet_2x2_20260917_213637__p03.png	placeholder	ship	ship_sheet_2x2_20260917_213637__p03	sprite	ship	missile ship	dark faceted missile cockpit	raw/ship_drone_swarm__20260917-213637.png	3	4	2x2	dark drone ship | angled drone ship | sideways drone ship | drone ship vertical
cut/ship_sheet_2x2_20260917_213637__p04.png	placeholder	ship	ship_sheet_2x2_20260917_213637__p04	sprite	ship	dark cargo shuttle	angular weathered dark hull	raw/ship_drone_swarm__20260917-213637.png	4	4	2x2	dark drone ship | angled drone ship | sideways drone ship | drone ship vertical
cut/ship_sheet_2x2_20260918_112624__p01.png	placeholder	ship	ship_sheet_2x2_20260918_112624__p01	sprite	ship	riveted spaceship	riveted iron hull twin engines	raw/same-2x2-rotation-sheet-of-the-same-enem__20260918-112624.png	1	4	2x2	ship rear view | ship angled rear view | ship side view | ship forward view
cut/ship_sheet_2x2_20260918_112624__p02.png	placeholder	ship	ship_sheet_2x2_20260918_112624__p02	sprite	ship	armored spaceship	riveted dark hull glowing engines	raw/same-2x2-rotation-sheet-of-the-same-enem__20260918-112624.png	2	4	2x2	ship rear view | ship angled rear view | ship side view | ship forward view
cut/ship_sheet_2x2_20260918_112624__p03.png	placeholder	ship	ship_sheet_2x2_20260918_112624__p03	sprite	ship	patched cargo ship	riveted dark hull twin engines	raw/same-2x2-rotation-sheet-of-the-same-enem__20260918-112624.png	3	4	2x2	ship rear view | ship angled rear view | ship side view | ship forward view
cut/ship_sheet_2x2_20260918_112624__p04.png	placeholder	ship	ship_sheet_2x2_20260918_112624__p04	sprite	ship	armored spaceship	riveted dark metal hull	raw/same-2x2-rotation-sheet-of-the-same-enem__20260918-112624.png	4	4	2x2	ship rear view | ship angled rear view | ship side view | ship forward view
cut/ship_sheet_2x2_20260918_112721__p01.png	placeholder	ship	ship_sheet_2x2_20260918_112721__p01	sprite	ship	heavy cargo ship	angular weathered twin engine	raw/same-2x2-rotation-sheet-of-the-same-enem__20260918-112721.png	1	4	2x2	ship rear view | ship angled view | ship side view | ship bottom view
cut/ship_sheet_2x2_20260918_112721__p02.png	placeholder	ship	ship_sheet_2x2_20260918_112721__p02	sprite	ship	armored spaceship	twin orange engine thrusters	raw/same-2x2-rotation-sheet-of-the-same-enem__20260918-112721.png	2	4	2x2	ship rear view | ship angled view | ship side view | ship bottom view
cut/ship_sheet_2x2_20260918_112721__p03.png	placeholder	ship	ship_sheet_2x2_20260918_112721__p03	sprite	ship	patched gunship	weathered twin engine gunship	raw/same-2x2-rotation-sheet-of-the-same-enem__20260918-112721.png	3	4	2x2	ship rear view | ship angled view | ship side view | ship bottom view
cut/ship_sheet_2x2_20260918_112721__p04.png	placeholder	ship	ship_sheet_2x2_20260918_112721__p04	sprite	ship	armored spaceship	twin engines wedge hull	raw/same-2x2-rotation-sheet-of-the-same-enem__20260918-112721.png	4	4	2x2	ship rear view | ship angled view | ship side view | ship bottom view
cut/ship_sheet_2x2_20260918_112813__p01.png	placeholder	ship	ship_sheet_2x2_20260918_112813__p01	sprite	ship	rusted spaceship	weathered rusted twin engine hull	raw/same-2x2-rotation-sheet-of-the-same-enem__20260918-112813.png	1	4	2x2	rear view enemy ship | angled side enemy ship | side view enemy ship | front view enemy ship
cut/ship_sheet_2x2_20260918_112813__p02.png	placeholder	ship	ship_sheet_2x2_20260918_112813__p02	sprite	ship	weathered spaceship	rusty hull twin engines	raw/same-2x2-rotation-sheet-of-the-same-enem__20260918-112813.png	2	4	2x2	rear view enemy ship | angled side enemy ship | side view enemy ship | front view enemy ship
cut/ship_sheet_2x2_20260918_112813__p03.png	placeholder	ship	ship_sheet_2x2_20260918_112813__p03	sprite	ship	rusted spaceship	rusty battered twin engine freighter	raw/same-2x2-rotation-sheet-of-the-same-enem__20260918-112813.png	3	4	2x2	rear view enemy ship | angled side enemy ship | side view enemy ship | front view enemy ship
cut/ship_sheet_2x2_20260918_112813__p04.png	placeholder	ship	ship_sheet_2x2_20260918_112813__p04	sprite	ship	rusty spaceship	rusty twin engine gunship	raw/same-2x2-rotation-sheet-of-the-same-enem__20260918-112813.png	4	4	2x2	rear view enemy ship | angled side enemy ship | side view enemy ship | front view enemy ship
cut/ui_sheet_1x1_20260917_183801.png	placeholder	ui	ui_sheet_1x1_20260917_183801	sprite	logo	vajb orbit logo	metallic gothic lettering emblem	raw/logo-vajb-orbit-the-word-vajb-orbit-as.png	1	1	1x1	vajb orbit wordmark
cut/ui_sheet_1x1_20260918_123330.png	placeholder	ui	ui_sheet_1x1_20260918_123330	sprite	ui_frame	metal ui frame	riveted dark square border	raw/f1_panel_frame.png	1	1	1x1	riveted metal panel frame
cut/ui_sheet_2x2_20260917_183232__p01.png	placeholder	ui	ui_sheet_2x2_20260917_183232__p01	sprite	ui_frame	metal nameplate	riveted beveled dark plate	raw/ui-button-plate-a-square-panel-with-fou.png	1	4	2x2	beveled plate dark gray | beveled plate rust tinge | flat plate dark gray | beveled plate plain dark
cut/ui_sheet_2x2_20260917_183232__p02.png	placeholder	ui	ui_sheet_2x2_20260917_183232__p02	sprite	ui_frame	metal ui plate	riveted beveled dark metal	raw/ui-button-plate-a-square-panel-with-fou.png	2	4	2x2	beveled plate dark gray | beveled plate rust tinge | flat plate dark gray | beveled plate plain dark
cut/ui_sheet_2x2_20260917_183232__p03.png	placeholder	ui	ui_sheet_2x2_20260917_183232__p03	sprite	bar	dark ui bar	weathered metal with rivets	raw/ui-button-plate-a-square-panel-with-fou.png	3	4	2x2	beveled plate dark gray | beveled plate rust tinge | flat plate dark gray | beveled plate plain dark
cut/ui_sheet_2x2_20260917_183232__p04.png	placeholder	ui	ui_sheet_2x2_20260917_183232__p04	sprite	ui_frame	armor plate	dark riveted metal plate	raw/ui-button-plate-a-square-panel-with-fou.png	4	4	2x2	beveled plate dark gray | beveled plate rust tinge | flat plate dark gray | beveled plate plain dark
cut/icon_cargo_data_core__20260917-183446.png	twin	icon	icon_cargo_data_core__20260917-183446	sprite	icon	cargo data core	white square frame corners cut	raw/panel_cargo.png	6	6	2x3	cracked asteroid rock | shipping crate container | armored cargo panel | fuel canister bottle | torn metal plate | square cargo module
cut/icon_credits__20260917-183722.png	twin	icon	icon_credits__20260917-183722	sprite	icon	hexagon credit icon	black hexagon split vertically	raw/panel_glyphs.png	5	9	3x3	gear settings icon | close cross icon | zoom in icon | zoom out icon | hex split icon | shield split icon | cracked shield icon | three vertical bars | logout arrow icon
cut/icon_shield__20260917-183722.png	twin	icon	icon_shield__20260917-183722	sprite	icon	shield icon	black outlined split shield	raw/panel_glyphs.png	6	9	3x3	gear settings icon | close cross icon | zoom in icon | zoom out icon | hex split icon | shield split icon | cracked shield icon | three vertical bars | logout arrow icon
cut/icon_zoom_minus__20260917-183722.png	twin	icon	icon_zoom_minus__20260917-183722	sprite	icon	zoom minus icon	magnifying glass minus sign	raw/panel_glyphs.png	4	9	3x3	gear settings icon | close cross icon | zoom in icon | zoom out icon | hex split icon | shield split icon | cracked shield icon | three vertical bars | logout arrow icon
cut/icon_zoom_plus__20260917-183722.png	twin	icon	icon_zoom_plus__20260917-183722	sprite	icon	zoom in icon	magnifier with plus sign	raw/panel_glyphs.png	3	9	3x3	gear settings icon | close cross icon | zoom in icon | zoom out icon | hex split icon | shield split icon | cracked shield icon | three vertical bars | logout arrow icon
cut/ui_button_plate_disabled__20260917-185457.png	twin	ui	ui_button_plate_disabled__20260917-185457	sprite	ui_button	ui button plate	dark worn metal plate	raw/ui_button_plate__20260917-185457.png	4	4	2x2	riveted metal bar | ember edged bar | recessed dark bar | worn slate bar
cut/ui_button_plate_hover__20260917-185457.png	twin	ui	ui_button_plate_hover__20260917-185457	sprite	ui_button	ui button plate	dark metal glowing orange edge	raw/ui_button_plate__20260917-185457.png	2	4	2x2	riveted metal bar | ember edged bar | recessed dark bar | worn slate bar
cut/ui_button_plate_normal__20260917-185457.png	twin	ui	ui_button_plate_normal__20260917-185457	sprite	ui_button	metal button plate	worn dark metal rivets	raw/ui_button_plate__20260917-185457.png	1	4	2x2	riveted metal bar | ember edged bar | recessed dark bar | worn slate bar
cut/ui_button_plate_pressed__20260917-185457.png	twin	ui	ui_button_plate_pressed__20260917-185457	sprite	ui_button	metal button plate	dark weathered beveled pressed	raw/ui_button_plate__20260917-185457.png	3	4	2x2	riveted metal bar | ember edged bar | recessed dark bar | worn slate bar
cut/ui_panel_frame__20260917-183136.png	twin	ui	ui_panel_frame__20260917-183136	sprite	ui_frame	ui panel frame	riveted metal corner brackets	raw/ui_panel_frame__20260917-183136.png	1	1	1x1	riveted metal frame
raw/icon_module__20260918-114107.png	twin	icon	icon_module__20260918-114107	sheet	prop	black modular station part icons		raw/icon_module__20260918-114107.png			3x3	docking corridor connector | thruster nozzle module | curved arch segment | double ring arch | ribbed arch segment | diagonal braced block | triple port block | lattice truss panel | windowed wall panel
raw/icon_module__20260918-114156.png	twin	icon	icon_module__20260918-114156	sheet	icon	black space module icon set		raw/icon_module__20260918-114156.png			3x3	barred container module | octagonal frame module | cone thruster module | finned thruster module | gripper claw module | chevron arrow panel | arrow block module | four pane frame | radar dish module
raw/icon_module__20260918-114240.png	twin	icon	icon_module__20260918-114240	sheet	icon	black spaceship module icons		raw/icon_module__20260918-114240.png			3x3	frame corners bracket | thruster square vent | square tunnel frame | angled hangar bay | gripper claw arm | funnel thruster nozzle | fighter launch bay | engine exhaust thruster | double missile rack
raw/ship_drone_swarm__20260917-213637.png	twin	ship	ship_drone_swarm__20260917-213637	sheet	ship	dark drone ships texture sheet		raw/ship_drone_swarm__20260917-213637.png			2x2	dark drone ship | angled drone ship | sideways drone ship | drone ship vertical
raw/ship_drone_swarm__20260918-133108.png	twin	ship	ship_drone_swarm__20260918-133108	sheet	ship	dark spiked drone space fighters		raw/ship_drone_swarm__20260918-133108.png			2x2	vertical drone engine down | angled drone engine down | horizontal drone engine left | vertical drone engine up
raw/ui_button_plate__20260917-185457.png	twin	ui	ui_button_plate__20260917-185457	sheet	ui_button	metal ui button plates		raw/ui_button_plate__20260917-185457.png			2x2	riveted metal bar | ember edged bar | recessed dark bar | worn slate bar
raw/ui_button_plate__20260918-133142.png	twin	ui	ui_button_plate__20260918-133142	sheet	ui_button	metal ui button plates		raw/ui_button_plate__20260918-133142.png			2x2	riveted metal plate | rusty metal plate | beveled dark plate | plain metal plate
raw/ui_panel_frame__20260917-183136.png	twin	ui	ui_panel_frame__20260917-183136	sheet	ui_frame	riveted metal ui frame panel		raw/ui_panel_frame__20260917-183136.png			1x1	riveted metal frame
raw/ui_panel_frame__20260918-133002.png	twin	ui	ui_panel_frame__20260918-133002	sheet	ui_frame	dark metal ui panel frame		raw/ui_panel_frame__20260918-133002.png			1x1	dark metal panel frame
raw/4-frame-horizontal-sprite-sheet-of-a-wea.png	slug	unknown	4-frame-horizontal-sprite-sheet-of-a-wea	sheet	fx	weapon muzzle flash animation frames		raw/4-frame-horizontal-sprite-sheet-of-a-wea.png			4x1	pistol muzzle flash | pistol fire burst | pistol smoke burst | pistol smoke fade
raw/flat-vector-icon-sheet-2x2-grid-icons.png	slug	unknown	flat-vector-icon-sheet-2x2-grid-icons	sheet	icon	rusty metal sci-fi icon sheet		raw/flat-vector-icon-sheet-2x2-grid-icons.png			2x2	vault door icon | shield icon | circle slash icon
raw/flat-vector-icon-sheet-3x3-grid-icons__20260918-110409.png	slug	unknown	flat-vector-icon-sheet-3x3-grid-icons__20260918-110409	sheet	prop	dark metal sci-fi modular parts		raw/flat-vector-icon-sheet-3x3-grid-icons__20260918-110409.png			3x3	double barreled cannon | gripper claw device | thin arched handle | thick arched handle | glowing arched handle | square metal plate | riveted side panel | lattice patterned plate | glowing coil module
raw/flat-vector-icon-sheet-3x3-grid-icons__20260918-110458.png	slug	unknown	flat-vector-icon-sheet-3x3-grid-icons__20260918-110458	sheet	prop	rusty sci-fi machinery components		raw/flat-vector-icon-sheet-3x3-grid-icons__20260918-110458.png			3x3	vented power block | octagonal armored plate | rusty cone lamp | double winged lamp | clawed cone lamp | chevron vent block | arrow direction plaque | crosshair targeting plaque | dish antenna device
raw/flat-vector-icon-sheet-3x3-grid-icons__20260918-110547.png	slug	unknown	flat-vector-icon-sheet-3x3-grid-icons__20260918-110547	sheet	prop	dark sci-fi modular station components		raw/flat-vector-icon-sheet-3x3-grid-icons__20260918-110547.png			3x3	sensor targeting modules | thruster engine block | armored node panel | open metal crate | robotic claw arm | hopper funnel unit | hangar fighter bay | exhaust thruster nozzle | vertical storage containers
raw/flat-vector-icon-sheet-4x2-grid-icons__20260918-110642.png	slug	unknown	flat-vector-icon-sheet-4x2-grid-icons__20260918-110642	sheet	prop	dark sci-fi modular wall panels		raw/flat-vector-icon-sheet-4x2-grid-icons__20260918-110642.png			4x2	trapezoid vent panel | glowing vertical core | circular ring hatch | arched glowing vent | angled armor plates | square circuit panel | chevron marked hatch | octagonal frame hatch
raw/flat-vector-icon-sheet-4x2-grid-icons__20260918-110921.png	slug	unknown	flat-vector-icon-sheet-4x2-grid-icons__20260918-110921	sheet	icon	flat vector sci-fi icon sheet		raw/flat-vector-icon-sheet-4x2-grid-icons__20260918-110921.png			4x2	vented trapezoid thruster | orange lined reactor | claw ring coupling | orange arc gauge | stacked metal plates | square circuit block | chevron armor plate | octagonal bracket frame
raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110236.png	slug	unknown	flat-vector-icon-sheet-5x4-grid-icons__20260918-110236	sheet	prop	dark space rock mineral icons		raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110236.png			5x4	dark jagged boulder | rusty fractured rock | thin sharp shard | flat angular slab | layered dark stone | faceted dark crystal | embedded metal rock | chunky dark rock | cubic rusty block | crystal cluster rock | golden porous rock | stacked flat stones | rock with gem | spiky mineral formation | flat topped rock | striped dark mineral | cracked glowing rock | smooth clear shard | orange veined rock | spiked metal rock
raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110318.png	slug	unknown	flat-vector-icon-sheet-5x4-grid-icons__20260918-110318	sheet	prop	dark metal bar prop icons		raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110318.png			5x4	angled metal block | rusty grooved bar | tapered metal wedge | stepped metal block | beveled metal ingot | slotted metal block | rounded metal brick | stepped angled bar | square notched block | ridged rectangular bar | drilled metal bar | double grooved block | x scored block | split end bar | grooved rounded bar | perforated metal block | double ridged bar | u channel bar | hollow metal pipe | broken jagged shard
raw/flat-vector-icon-sheet-for-a-dark-sci-fi.png	slug	unknown	flat-vector-icon-sheet-for-a-dark-sci-fi	sheet	prop	rusty sci-fi weapon and mine icons		raw/flat-vector-icon-sheet-for-a-dark-sci-fi.png			2x3	glowing barrel weapon | angled pipe weapon | pointed rocket missile | spiked naval mine | ringed glowing device
raw/grimdark-painted-sci-fi-semi-realistic__20260918-111044.png	slug	unknown	grimdark-painted-sci-fi-semi-realistic__20260918-111044	sheet	icon	black space station module icons		raw/grimdark-painted-sci-fi-semi-realistic__20260918-111044.png			4x2	trapezoid cup module | barred rectangular module | open clamp module | dome arch module | stacked plate layers | diamond box module | chevron engine module | buckled crate module
